100 4950
20 60 899.211
20 61 898.177
20 62 116.002
20 63 164.631
20 64 911.006
20 65 736.445
20 66 201.945
20 67 495.254
20 68 74.752
20 69 16.206
20 70 65.491
20 71 714.425
20 72 861.916
20 73 266.881
20 74 196.509
20 75 794.692
20 76 433.606
20 77 189.288
20 78 391.649
20 79 656.253
20 80 702.18
20 81 839.474
20 82 468.003
20 83 815.23
20 84 296.945
20 85 723.835
20 86 80.643
20 87 516.657
20 88 223.963
20 89 185.357
20 90 835.096
20 91 773.55
20 92 842.351
20 93 299.131
20 94 708.073
20 95 319.882
20 96 324.089
20 97 659.589
20 98 158.541
20 99 434.077
20 100 817.114
21 22 872.628
21 23 140.269
21 24 696.764
21 25 719.336
21 26 746.044
21 27 429.076
21 28 215.282
21 29 632.93
21 30 179.85
21 31 27.995
21 32 778.835
21 33 438.745
21 34 355.518
21 35 85.119
21 36 885.186
21 37 858.604
21 38 29.293
21 39 913.951
21 40 897.022
21 41 722.112
21 42 121.23
21 43 502.868
21 44 667.048
21 45 134.55
21 46 606.92
21 47 530.866
21 48 888.347
21 49 131.69
21 50 506.117
21 51 291.612
21 52 932.476
21 53 260.487
21 54 577.665
21 55 498.204
21 56 387.429
21 57 634.492
21 58 103.734
21 59 207.815
21 60 903.326
21 61 103.544
21 62 780.736
21 63 227.858
21 64 530.181
21 65 117.387
21 66 722.561
21 67 40.428
21 68 558.593
21 69 292.158
21 70 734.705
21 71 15.06
21 72 456.512
21 73 877.402
21 74 111.895
21 75 122.183
21 76 721.124
21 77 920.571
21 78 329.021
21 79 150.67
21 80 207.625
21 81 330.225
21 82 835.156
21 83 222.096
21 84 772.505
21 85 845.336
21 86 336.896
21 87 211.683
21 88 23.52
21 89 901.496
21 90 791.98
21 91 50.964
21 92 743.772
21 93 391.213
21 94 902.42
21 95 360.327
21 96 447.092
21 97 134.518
21 98 501.329
21 99 952.87
21 100 613.306
22 23 241.269
22 24 248.648
22 25 255.16
22 26 26.429
22 27 381.749
22 28 14.579
22 29 19.477
22 30 417.53
22 31 946.578
22 32 974.108
22 33 339.575
22 34 405.317
22 35 915.706
22 36 803.833
22 37 572.131
22 38 538.614
22 39 221.525
22 40 558.096
22 41 746.499
22 42 34.938
22 43 417.864
22 44 872.608
22 45 79.563
22 46 815.376
22 47 242.3
22 48 649.979
22 49 796.09
22 50 860.367
22 51 285.554
22 52 848.347
22 53 45.784
22 54 435.176
22 55 552.201
22 56 978.298
22 57 903.638
22 58 237.075
22 59 131.467
22 60 87.708
22 61 909.99
22 62 637.619
22 63 958.336
22 64 651.259
22 65 467.469
22 66 816.427
22 67 881.55
22 68 569.873
22 69 959.258
22 70 212.457
22 71 630.318
22 72 449.84
22 73 575.24
22 74 853.786
22 75 475.909
22 76 3.645
22 77 813.65
22 78 4.688
22 79 1.968
22 80 931.492
22 81 108.038
22 82 503.41
22 83 166.309
22 84 522.343
22 85 134.308
22 86 406.453
22 87 670.22
22 88 733.832
22 89 632.286
22 90 724.75
22 91 621.668
22 92 188.109
22 93 319.161
22 94 864.34
22 95 900.008
22 96 665.152
22 97 503.442
22 98 573.554
22 99 825.769
22 100 489.007
23 24 207.615
23 25 377.483
23 26 918.777
23 27 419.309
23 28 369.092
23 29 715.965
23 30 771.946
23 31 440.916
23 32 176.065
23 33 791.858
23 34 613.583
23 35 256.034
23 36 463.057
23 37 708.821
23 38 371.795
23 39 79.442
23 40 442.383
23 41 310.59
23 42 640.587
23 43 120.827
23 44 908.092
23 45 918.557
23 46 948.269
23 47 576.807
23 48 962.029
23 49 982.648
23 50 719.357
23 51 926.062
23 52 820.782
23 53 810.901
23 54 141.977
23 55 723.955
23 56 132.941
23 57 214.944
23 58 331.769
23 59 674.674
23 60 997.247
23 61 51.577
23 62 801.489
23 63 641.449
23 64 883.245
23 65 860.44
23 66 424.909
23 67 331.281
23 68 434.039
23 69 809.404
23 70 895.029
23 71 878.373
23 72 390.346
23 73 527.839
23 74 907.968
23 75 545.46
23 76 7.244
23 77 654.797
23 78 805.781
23 79 308.431
23 80 165.232
23 81 75.492
23 82 159.349
23 83 942.864
23 84 187.578
23 85 858.069
23 86 25.189
23 87 428.648
23 88 157.575
23 89 908.094
23 90 314.557
23 91 822.916
23 92 132.693
23 93 894.522
23 94 61.05
23 95 666.67
23 96 258.831
23 97 295.185
23 98 179.709
23 99 264.11
23 100 189.473
24 25 338.558
24 26 137.023
24 27 477.66
24 28 397.337
24 29 643.051
24 30 518.029
24 31 420.106
24 32 793.332
24 33 164.374
24 34 90.921
24 35 840.606
24 36 643.61
24 37 621.424
24 38 165.747
24 39 420.637
24 40 174.72
24 41 51.06
24 42 270.818
24 43 161.612
24 44 101.857
24 45 643.78
24 46 313.006
24 47 673.211
24 48 640.82
24 49 878.703
24 50 44.545
24 51 172.007
24 52 420.063
24 53 576.043
24 54 223.747
24 55 563.797
24 56 499.845
24 57 827.886
24 58 687.79
24 59 234.633
24 60 284.494
24 61 41.077
24 62 717.83
24 63 548.142
24 64 542.744
24 65 281.186
24 66 496.201
24 67 832.759
24 68 119.604
24 69 507.795
24 70 482.916
24 71 267.858
24 72 551.697
24 73 122.475
24 74 75.879
24 75 680.773
24 76 785.126
24 77 998.458
24 78 972.377
24 79 33.533
24 80 395.017
24 81 236.222
24 82 446.887
24 83 415.084
24 84 689.976
24 85 388.966
24 86 501.388
24 87 935.619
24 88 136.448
24 89 610.189
24 90 544.348
24 91 706.016
24 92 871.957
24 93 301.768
24 94 948.039
24 95 540.944
24 96 720.271
24 97 436.935
24 98 719.535
24 99 741.917
24 100 911.65
25 26 815.16
25 27 858.42
25 28 991.003
25 29 888.997
25 30 1.716
25 31 633.985
25 32 942.659
25 33 630.919
25 34 959.977
25 35 538.736
25 36 709.061
25 37 666.271
25 38 598.979
25 39 563.992
25 40 855.128
25 41 587.414
25 42 613.506
25 43 559.795
25 44 489.654
25 45 68.369
25 46 221.069
25 47 102.508
25 48 650.534
25 49 179.066
25 50 8.378
25 51 259.516
25 52 604.691
25 53 1.701
25 54 464.926
25 55 655.238
25 56 227.506
25 57 743.988
25 58 28.465
25 59 436.422
25 60 102.746
25 61 757.311
25 62 224.985
25 63 939.951
25 64 309.593
25 65 655.577
25 66 108.989
25 67 855.947
25 68 311.969
25 69 922.972
25 70 600.077
25 71 291.573
25 72 749.367
25 73 232.613
25 74 134.416
25 75 743.134
25 76 732.977
25 77 267.497
25 78 190.727
25 79 957.684
25 80 226.117
25 81 227.758
25 82 942.357
25 83 694.928
25 84 745.956
25 85 851.223
25 86 796.656
25 87 198.024
25 88 144.153
25 89 133.658
25 90 827.665
25 91 961.687
25 92 705.168
25 93 728.326
25 94 522.882
25 95 791.392
25 96 734.705
25 97 282.639
25 98 426.147
25 99 168.276
25 100 46.037
26 27 236.113
26 28 472.416
26 29 724.743
26 30 555.427
26 31 147.613
26 32 33.646
26 33 798.566
26 34 173.265
26 35 502.521
26 36 52.365
26 37 103.491
26 38 190.888
26 39 836.174
26 40 91.156
26 41 98.338
26 42 174.719
26 43 745.626
26 44 68.23
26 45 845.407
26 46 951.483
26 47 601.497
26 48 896.712
26 49 981.18
26 50 910.141
26 51 571.332
26 52 630.411
26 53 181.32
26 54 178.121
26 55 330.244
26 56 497.101
26 57 923.584
26 58 520.639
26 59 875.077
26 60 649.899
26 61 758.018
26 62 729.535
26 63 449.253
26 64 992.947
26 65 667.258
26 66 119.194
26 67 744.331
26 68 937.383
26 69 936.143
26 70 701.778
26 71 227.652
26 72 233.227
26 73 916.411
26 74 497.555
26 75 150.299
26 76 509.748
26 77 690.301
26 78 109.325
26 79 668.947
26 80 919.156
26 81 838.062
26 82 24.744
26 83 855.417
26 84 278.172
26 85 906.15
26 86 995.566
26 87 418.13
26 88 106.702
26 89 567.138
26 90 543.552
26 91 313.256
26 92 363.627
26 93 888.709
26 94 333.117
26 95 660.772
26 96 98.073
26 97 299.572
26 98 77.441
26 99 763.815
26 100 582.186
27 28 53.454
27 29 516.91
27 30 819.131
27 31 952.021
27 32 994.01
27 33 322.641
27 34 936.632
27 35 354.512
27 36 429.02
27 37 471.103
27 38 255.245
27 39 378.35
27 40 80.099
27 41 353.655
27 42 353.672
27 43 201.565
27 44 961.896
27 45 148.767
27 46 569.237
27 47 33.403
27 48 742.798
27 49 921.154
27 50 418.439
27 51 247.701
27 52 610.533
27 53 21.798
27 54 702.809
27 55 30.172
27 56 836.474
27 57 754.682
27 58 531.862
27 59 516.572
27 60 645.638
27 61 993.213
27 62 233.95
27 63 832.791
27 64 179.998
27 65 456.552
27 66 976.212
27 67 635.823
27 68 756.477
27 69 498.645
27 70 481.831
27 71 354.843
27 72 849.055
27 73 607.347
27 74 432.985
27 75 931.795
27 76 542.172
27 77 390.452
27 78 2.703
27 79 261.855
27 80 696.032
27 81 465.221
27 82 860.414
27 83 933.825
27 84 418.204
27 85 251.608
27 86 493.004
27 87 871.398
27 88 426.326
27 89 862.595
27 90 815.164
27 91 874.145
27 92 712.31
27 93 692.612
27 94 690.25
27 95 255.988
27 96 913.842
27 97 909.267
27 98 340.43
27 99 385.983
27 100 569.988
28 29 48.379
28 30 267.543
28 31 931.39
28 32 495.294
28 33 494.1
28 34 65.845
28 35 401.261
28 36 844.792
28 37 481.546
28 38 737.07
28 39 175.91
28 40 273.302
28 41 978.327
28 42 711.772
28 43 656.297
28 44 808.833
28 45 882.172
28 46 953.993
28 47 307.102
28 48 213.293
28 49 705.256
28 50 788.606
28 51 389.305
28 52 248.083
28 53 167.433
28 54 809.167
28 55 804.265
28 56 244.005
28 57 688.56
28 58 96.475
28 59 837.094
28 60 561.666
28 61 376.328
28 62 932.222
28 63 994.34
28 64 359.181
28 65 920.388
28 66 620.942
28 67 343.565
28 68 462.57
28 69 780.576
28 70 196.473
28 71 954.22
28 72 518.272
28 73 274.052
28 74 240.101
28 75 46.821
28 76 476.139
28 77 773.914
28 78 605.02
28 79 617.636
28 80 342.539
28 81 992.74
28 82 21.279
28 83 592.055
28 84 846.57
28 85 778.603
28 86 12.642
28 87 862.67
28 88 615.749
28 89 200.211
28 90 116.535
28 91 824.456
28 92 628.426
28 93 343.522
28 94 399.704
28 95 224.446
28 96 988.278
28 97 196.088
28 98 870.763
28 99 291.511
28 100 990.122
29 30 643.669
29 31 596.853
29 32 985.235
29 33 278.607
29 34 955.77
29 35 518.589
29 36 937.498
29 37 915.031
29 38 180.066
29 39 368.918
29 40 286.351
29 41 758.229
29 42 631.326
29 43 680.671
29 44 617.595
29 45 304.787
29 46 83.851
29 47 716.413
29 48 212.058
29 49 74.141
29 50 54.192
29 51 669.2
29 52 579.173
29 53 466.58
29 54 604.186
29 55 587.83
29 56 502.858
29 57 529.151
29 58 226.877
29 59 184
29 60 976.097
29 61 625.258
29 62 428.152
29 63 961.95
29 64 449.008
29 65 795.571
29 66 232.26
29 67 216.428
29 68 164.43
29 69 424.625
29 70 361.049
29 71 161.931
29 72 595.399
29 73 807.326
29 74 730.289
29 75 340.873
29 76 197.927
29 77 17.747
29 78 638.5
29 79 346.02
29 80 235.478
29 81 64.843
29 82 655.084
29 83 627.658
29 84 333.744
29 85 968.444
29 86 619.546
29 87 815.041
29 88 913.729
29 89 524.962
29 90 520.033
29 91 532.139
29 92 333.326
29 93 962.994
29 94 893.15
29 95 509.902
29 96 928.788
29 97 718.828
29 98 711.897
29 99 401.803
29 100 755.516
30 31 896.237
30 32 773.293
30 33 904.697
30 34 29.132
30 35 235.593
30 36 996.706
30 37 169.771
30 38 663.255
30 39 178.665
30 40 2.479
30 41 517.801
30 42 516.782
30 43 630.72
30 44 814.06
30 45 859.099
30 46 921.272
30 47 32.532
30 48 46.63
30 49 206.572
30 50 740.011
30 51 921.277
30 52 985.231
30 53 485.071
30 54 694.6
30 55 997.546
30 56 797.19
30 57 661.249
30 58 207.63
30 59 292.241
30 60 202.657
30 61 148.107
30 62 148.661
30 63 626.379
30 64 677.223
30 65 121.854
30 66 869.1
30 67 387.597
30 68 737.853
30 69 738.859
30 70 551.775
30 71 784.154
30 72 334.713
30 73 455.097
30 74 436.824
30 75 20.636
30 76 739.699
30 77 636.912
30 78 376.859
30 79 952.756
30 80 739.664
30 81 477.864
30 82 66.654
30 83 664.46
30 84 130.746
30 85 612.884
30 86 192.32
30 87 724.927
30 88 295.2
30 89 238.328
30 90 865.983
30 91 359.076
30 92 312.718
30 93 923.326
30 94 572.765
30 95 510.366
30 96 528.267
30 97 927.842
30 98 600.056
30 99 407.1
30 100 262.008
31 32 217.421
31 33 192.295
31 34 31.628
31 35 390.33
31 36 576.045
31 37 780.653
31 38 477.654
31 39 435.776
31 40 828.685
31 41 328.005
31 42 25.433
31 43 960.674
31 44 151.956
31 45 971.01
31 46 698.074
31 47 861.259
31 48 485.469
31 49 358.888
31 50 940.949
31 51 348.705
31 52 859.879
31 53 90.701
31 54 967.794
31 55 247.057
31 56 999.651
31 57 661.329
31 58 643.71
31 59 784.45
31 60 847.099
31 61 702.949
31 62 243.865
31 63 277.246
31 64 376.948
31 65 318.212
31 66 114.703
31 67 728.255
31 68 502.385
31 69 729.122
31 70 247.041
31 71 112.469
31 72 307.009
31 73 13.613
31 74 942.475
31 75 567.087
31 76 946.288
31 77 741.83
31 78 370.483
31 79 686.841
31 80 873.512
31 81 727.506
31 82 638.429
31 83 512.832
31 84 346.642
31 85 260.034
31 86 961.263
31 87 417.648
31 88 447.471
31 89 448.656
31 90 721.528
31 91 703.799
31 92 1.266
31 93 660.534
31 94 37.259
31 95 891.843
31 96 186.53
31 97 64.53
31 98 226.591
31 99 706.815
31 100 653.856
32 33 67.881
32 34 377.057
32 35 377.154
32 36 340.071
32 37 461.184
32 38 403.396
32 39 15.728
32 40 186.098
32 41 458.467
32 42 224.252
32 43 116.374
32 44 148.504
32 45 232.973
32 46 15.978
32 47 745.108
32 48 317.756
32 49 361.233
32 50 586.944
32 51 29.67
32 52 933.173
32 53 367.247
32 54 439.332
32 55 744.341
32 56 905.978
32 57 357.362
32 58 136.245
32 59 811.079
32 60 217.855
32 61 161.249
32 62 566.307
32 63 883.538
32 64 450.198
32 65 176.384
32 66 509.169
32 67 837.207
32 68 799.462
32 69 907.02
32 70 102.711
32 71 163.827
32 72 587.625
32 73 404.473
32 74 605.544
32 75 56.93
32 76 477.934
32 77 604.894
32 78 465.414
32 79 605.26
32 80 394.959
32 81 174.55
32 82 487.303
32 83 491.498
32 84 133.548
32 85 848.603
32 86 291.637
32 87 964.503
32 88 684.48
32 89 873.782
32 90 285.585
32 91 346.827
32 92 839.813
32 93 941.771
32 94 127.864
32 95 417.749
32 96 313.947
32 97 639.279
32 98 490.441
32 99 102.804
32 100 755.569
33 34 983.022
33 35 133.335
33 36 269.409
33 37 672.308
33 38 462.397
33 39 858.125
33 40 412.39
33 41 834.691
33 42 377.269
33 43 186.347
33 44 250.213
33 45 396.192
33 46 283.838
33 47 910.003
33 48 10.51
33 49 714.186
33 50 127.425
33 51 574.557
33 52 221.511
33 53 56.606
33 54 94.948
33 55 630.646
33 56 803.765
33 57 623.292
33 58 939.898
33 59 304.277
33 60 463.376
33 61 860.646
33 62 40.421
33 63 965.535
33 64 578.324
33 65 79.183
33 66 522.691
33 67 792.38
33 68 390.1
33 69 161.188
33 70 115.992
33 71 131.956
33 72 296.626
33 73 388.064
33 74 483.299
33 75 970.793
33 76 637.893
33 77 945.59
33 78 669.747
33 79 700.707
33 80 994.482
33 81 746.073
33 82 435.817
33 83 184.805
33 84 571.99
33 85 741.797
33 86 899.212
33 87 516.39
33 88 890.57
33 89 539.181
33 90 488.033
33 91 94.361
33 92 981.544
33 93 116.231
33 94 958.86
33 95 581.716
33 96 74.142
33 97 38.491
33 98 956.13
33 99 574.161
33 100 785.525
34 35 374.701
34 36 47.411
34 37 966.204
34 38 13.917
34 39 508.741
34 40 456.187
34 41 14.167
34 42 326.629
34 43 661.696
34 44 317.929
34 45 902.682
34 46 453.19
34 47 701.6
34 48 604.479
34 49 214.298
34 50 475.37
34 51 661.492
34 52 976.923
34 53 888.383
34 54 914.118
34 55 556.17
34 56 318.973
34 57 691.328
34 58 728.98
34 59 97.243
34 60 780.647
34 61 982.05
34 62 796.634
34 63 305.085
34 64 919.838
34 65 576.791
34 66 311.914
34 67 31.288
34 68 938.803
34 69 711.632
34 70 671.741
34 71 766.214
34 72 29.532
34 73 913.681
34 74 273.348
34 75 563.649
34 76 409.036
34 77 363.789
34 78 192.81
34 79 648.756
34 80 269.112
34 81 760.945
34 82 189.874
34 83 536.53
34 84 604.433
34 85 891.387
34 86 185.884
34 87 248.147
34 88 564.125
34 89 292.993
34 90 863.211
34 91 626.22
34 92 88.236
34 93 213.997
34 94 754.177
34 95 150.151
34 96 644.521
34 97 92.987
34 98 227.691
34 99 652.787
34 100 474.121
35 36 709.004
35 37 181.571
35 38 132.568
35 39 932.539
35 40 862.551
35 41 235.973
35 42 873.385
35 43 128.917
35 44 326.295
35 45 21.121
35 46 58.93
35 47 261.817
35 48 918.665
35 49 171.931
35 50 285.95
35 51 268.896
35 52 671.167
35 53 209.747
35 54 780.202
35 55 760.287
35 56 289.57
35 57 343.762
35 58 721.101
35 59 263.076
35 60 719.825
35 61 954.748
35 62 443.48
35 63 362.077
35 64 417.46
35 65 789.684
35 66 958.039
35 67 335.117
35 68 307.683
35 69 446.886
35 70 975.695
35 71 102.408
35 72 458.789
35 73 970.234
35 74 809.646
35 75 256.028
35 76 238.261
35 77 745.696
35 78 801.312
35 79 613.299
35 80 384.97
35 81 877.967
35 82 828.592
35 83 249.462
35 84 174.087
35 85 693.384
35 86 127.823
35 87 436.862
35 88 480.873
35 89 326.962
35 90 604.226
35 91 90.818
35 92 546.996
35 93 406.124
35 94 453.461
35 95 108.208
35 96 46.925
35 97 856.12
35 98 470.879
35 99 7.54
35 100 650.235
36 37 777.962
36 38 867.684
36 39 867.939
36 40 894.212
36 41 839.854
36 42 594.569
36 43 376.018
36 44 742.553
36 45 175.315
36 46 547.289
36 47 959.855
36 48 652.375
36 49 569.408
36 50 687.893
36 51 231.882
36 52 543.311
36 53 547.269
36 54 857.101
36 55 326.651
36 56 61.117
36 57 569.537
36 58 695.333
36 59 750.517
36 60 940.576
36 61 516.281
36 62 653.681
36 63 911.417
36 64 76.896
36 65 686.423
36 66 706.752
36 67 369.745
36 68 483.822
36 69 81.476
36 70 579.022
36 71 165.136
36 72 966.63
36 73 196.564
36 74 248.895
36 75 272.737
36 76 485.435
36 77 916.953
36 78 367.85
36 79 332.391
36 80 418.193
36 81 502.68
36 82 182.495
36 83 96.909
36 84 125.004
36 85 678.48
36 86 141.722
36 87 363.256
36 88 424.115
36 89 429.812
36 90 215.162
36 91 227.822
36 92 145.226
36 93 891.993
36 94 711.332
36 95 810.803
36 96 601.088
36 97 536.222
36 98 989.092
36 99 906.082
36 100 950.211
37 38 65.703
37 39 678.2
37 40 724.399
37 41 670.461
37 42 202.087
37 43 189.362
37 44 125.839
37 45 513.97
37 46 179.986
37 47 532.386
37 48 363.805
37 49 176.737
37 50 334.012
37 51 433.834
37 52 926.493
37 53 666.328
37 54 193.493
37 55 549.579
37 56 479.278
37 57 568.88
37 58 268.516
37 59 983.452
37 60 503.985
37 61 407.812
37 62 742.042
37 63 100.2
37 64 33.87
37 65 516.814
37 66 264.142
37 67 439.939
37 68 102.701
37 69 400.562
37 70 238.322
37 71 937.707
37 72 82.131
37 73 602.916
37 74 12.352
37 75 439.309
37 76 120.776
37 77 670.024
37 78 369.393
37 79 310.685
37 80 286.2
37 81 422.523
37 82 322.828
37 83 959.551
37 84 406.188
37 85 509.648
37 86 800.986
37 87 252.558
37 88 808.12
37 89 686.43
37 90 639.972
37 91 420.74
37 92 761.857
37 93 970.998
37 94 274.2
37 95 286.477
37 96 613.519
37 97 517.989
37 98 128.81
37 99 974.535
37 100 38.357
38 39 974.443
38 40 507.607
38 41 926.63
38 42 166.931
38 43 156.212
38 44 184.883
38 45 418.275
38 46 438.598
38 47 3.858
38 48 495.948
38 49 973.736
38 50 333.478
38 51 452.664
38 52 726.755
38 53 84.085
38 54 817.941
38 55 801.929
38 56 608.833
38 57 19.748
38 58 883.78
38 59 174.775
38 60 303.91
38 61 746.569
38 62 984.292
38 63 83.049
38 64 296.446
38 65 743.75
38 66 585.053
38 67 101.326
38 68 186.054
38 69 916.516
38 70 996.398
38 71 620.416
38 72 380.037
38 73 215.061
38 74 712.803
38 75 926.56
38 76 677.808
38 77 146.4
38 78 662.557
38 79 555.34
38 80 364.229
38 81 592.929
38 82 937.54
38 83 361.875
38 84 803.821
38 85 924.873
38 86 444.708
38 87 288.535
38 88 325.713
38 89 821.44
38 90 236.663
38 91 826.131
38 92 416.656
38 93 581.874
38 94 756.138
38 95 786.226
38 96 15.355
38 97 140.41
38 98 181.969
38 99 560.14
38 100 496.299
39 40 186.722
39 41 61.778
39 42 883.645
39 43 566.087
39 44 374.886
39 45 54.349
39 46 111.576
39 47 849.455
39 48 843.222
39 49 576.704
39 50 372.73
39 51 785.011
39 52 835.252
39 53 533.489
39 54 45.071
39 55 410.652
39 56 3.557
39 57 767.04
39 58 513.429
39 59 256.102
39 60 429.922
39 61 598.171
39 62 41.111
39 63 736.735
39 64 347.197
39 65 857.449
39 66 529.796
39 67 639.105
39 68 748.044
39 69 234.174
39 70 391.344
39 71 315.371
39 72 702.793
39 73 314.448
39 74 908.695
39 75 771.233
39 76 373.397
39 77 323.768
39 78 103.874
39 79 858.948
39 80 731.28
39 81 161.492
39 82 101.095
39 83 365.471
39 84 774.295
39 85 151.423
39 86 597.163
39 87 206.873
39 88 637.973
39 89 272.885
39 90 224.975
39 91 911.875
39 92 812.683
39 93 706.303
39 94 810.93
39 95 422.874
39 96 263.075
39 97 673.877
39 98 355.022
39 99 976.271
39 100 236.242
40 41 175.965
40 42 489.453
40 43 901.699
40 44 786.767
40 45 839.559
40 46 639.329
40 47 704.952
40 48 383.481
40 49 51.663
40 50 498.268
40 51 61.016
40 52 30.913
40 53 2.572
40 54 186.498
40 55 313.587
40 56 479.646
40 57 425.048
40 58 116.267
40 59 447.313
40 60 951.964
40 61 40.799
40 62 963.339
40 63 598.711
40 64 542.013
40 65 888.462
40 66 531.601
40 67 232.401
40 68 348.249
40 69 783.871
40 70 710.368
40 71 235.031
40 72 76.193
40 73 639.846
40 74 550.98
40 75 113.108
40 76 359.283
40 77 919.063
40 78 424.312
40 79 72.722
40 80 374.628
40 81 972.836
40 82 693.77
40 83 416.183
40 84 957.462
40 85 879.794
40 86 271.603
40 87 35.535
40 88 420.295
40 89 587.661
40 90 693.696
40 91 593.796
40 92 462.765
40 93 952.931
40 94 279.882
40 95 25.485
40 96 188.4
40 97 881.049
40 98 198.14
40 99 721.84
40 100 225.257
41 42 574.885
41 43 638.098
41 44 223.56
41 45 736.486
41 46 258.719
41 47 469.84
41 48 8.224
41 49 739.18
41 50 636.112
41 51 607.608
41 52 384.819
41 53 717.527
41 54 820.488
41 55 881.598
41 56 680.377
41 57 538.264
41 58 578.812
41 59 404.075
41 60 738.291
41 61 669.829
41 62 71.967
41 63 227.965
41 64 700.352
41 65 691.418
41 66 94.634
41 67 714.371
41 68 98.474
41 69 920.932
41 70 617.266
41 71 8.559
41 72 250.72
41 73 113.237
41 74 627.17
41 75 586.477
41 76 346.436
41 77 889.51
41 78 466.284
41 79 940.149
41 80 42.673
41 81 648.098
41 82 273.656
41 83 732.579
41 84 545.918
41 85 581.666
41 86 326.22
41 87 660.163
41 88 612.524
41 89 188.858
41 90 879.076
41 91 628.775
41 92 833.232
41 93 693.04
41 94 908.068
41 95 611.39
41 96 627.804
41 97 361.76
41 98 947.259
41 99 216.368
41 100 726.953
42 43 110.102
42 44 227.114
42 45 153.673
42 46 175.766
42 47 32.131
42 48 723.376
42 49 598.967
42 50 215.835
42 51 803.855
42 52 93.044
42 53 860.217
42 54 75.885
42 55 406.874
42 56 713.848
42 57 946.393
42 58 67.099
42 59 738.736
42 60 24.834
42 61 423.679
42 62 770.152
42 63 930.784
42 64 767.438
42 65 790.571
42 66 327.134
42 67 765.515
42 68 734.063
42 69 341.281
42 70 232.181
42 71 388.033
42 72 993.156
42 73 728.838
42 74 18.202
42 75 326.394
42 76 644.396
42 77 32.696
42 78 255.107
42 79 602.275
42 80 48.756
42 81 921.834
42 82 435.135
42 83 350.109
42 84 574.899
42 85 725.16
42 86 165.882
42 87 933.351
42 88 638.639
42 89 794.811
42 90 655.435
42 91 756.025
42 92 845.533
42 93 566.162
42 94 112.185
42 95 185.181
42 96 624.549
42 97 935.526
42 98 827.174
42 99 954.045
42 100 779.853
43 44 113.155
43 45 571.308
43 46 695.271
43 47 518.279
43 48 597.345
43 49 879.094
43 50 740.901
43 51 802.91
43 52 238.642
43 53 846.466
43 54 45.809
43 55 183.762
43 56 599.142
43 57 616.709
43 58 599.461
43 59 541.751
43 60 828.891
43 61 768.095
43 62 351.364
43 63 333.381
43 64 421.198
43 65 217.803
43 66 409.621
43 67 523.716
43 68 484.026
43 69 194.152
43 70 970.588
43 71 433.063
43 72 307.103
43 73 540.328
43 74 731.217
43 75 676.343
43 76 221.324
43 77 104.012
43 78 2.318
43 79 803.577
43 80 968.453
43 81 219.108
43 82 921.91
43 83 434.263
43 84 367.325
43 85 508.572
43 86 180.673
43 87 710.645
43 88 477.553
43 89 165.737
43 90 223.7
43 91 628.103
43 92 665.727
43 93 544.948
43 94 777.553
43 95 877.625
43 96 571.917
43 97 62.082
43 98 64.615
43 99 591.587
43 100 773.682
44 45 974.978
44 46 310.344
44 47 976.628
44 48 552.965
44 49 875.773
44 50 967.221
44 51 61.632
44 52 361.104
44 53 87.12
44 54 29.212
44 55 530.605
44 56 586.925
44 57 745.32
44 58 42.112
44 59 872.652
44 60 415.76
44 61 598.55
44 62 226.405
44 63 215.256
44 64 2.934
44 65 888.794
44 66 887.816
44 67 266.655
44 68 932.579
44 69 950.468
44 70 334.958
44 71 757.723
44 72 992.335
44 73 97.545
44 74 891.096
44 75 782.945
44 76 628.148
44 77 12.591
44 78 821.987
44 79 236.097
44 80 716.379
44 81 840.686
44 82 530.246
44 83 962.623
44 84 829.007
44 85 979.658
44 86 696.389
44 87 982.312
44 88 996.528
44 89 766.205
44 90 671.593
44 91 849.281
44 92 975.16
44 93 872.328
44 94 607.745
44 95 78.647
44 96 17.347
44 97 995.858
44 98 67.797
44 99 289.31
44 100 525.963
45 46 44.281
45 47 941.019
45 48 454.626
45 49 429.013
45 50 829.472
45 51 664.152
45 52 29.594
45 53 445.834
45 54 264.516
45 55 525.857
45 56 397.723
45 57 645.208
45 58 243.044
45 59 93.281
45 60 415.416
45 61 520.349
45 62 238.653
45 63 124.292
45 64 444.45
45 65 944.823
45 66 788.641
45 67 178.844
45 68 498.151
45 69 447.339
45 70 491.033
45 71 541.232
45 72 82.469
45 73 369.257
45 74 294.703
45 75 830.833
45 76 929.967
45 77 338.592
45 78 82.814
45 79 919.573
45 80 850.487
45 81 225.516
45 82 368.537
45 83 149.871
45 84 862.335
45 85 818.958
45 86 288.481
45 87 443.295
45 88 841.755
45 89 782.714
45 90 889.821
45 91 325.715
45 92 851.913
45 93 728.244
45 94 121.731
45 95 433.358
45 96 396.77
45 97 775.775
45 98 320.905
45 99 735.155
45 100 551.462
46 47 621.311
46 48 211.389
46 49 49.803
46 50 410.974
46 51 503.527
46 52 992.308
46 53 448.513
46 54 220.73
46 55 66.78
46 56 723.694
46 57 789.66
46 58 429.057
46 59 726.808
46 60 819.219
46 61 719.345
46 62 18.168
46 63 143.533
46 64 843.611
46 65 994.637
46 66 150.447
46 67 574.964
46 68 390.397
46 69 96.737
46 70 504.018
46 71 150.604
46 72 85.72
46 73 143.625
46 74 522.225
46 75 435.748
46 76 668.274
46 77 111.813
46 78 143.417
46 79 296.29
